lat,lng,name,tooltip
52.629553989418724,26.30752506907698,д. Хотыничи,
52.26378112532072 ,24.01560902597996,д. Дремлево,"В настоящее время находится мемориальный комплекс ""Дремлево"""
52.14524602217851,24.71409521235412,д.  Вяда,
51.91232750076787,24.445996312310847,д.  Борисовка (Борисовна?),Сожжено 225 домов
53.126266761807294,27.484238983285135,д. Борки,
54.53327144991442,27.398202297041042,д. Заболотье,"«…сожжен 151 двор, угнано 700 голов рогатого скота, 400 свиней, 400 овец и 70 лошадей. Вывезено хлеба: 300 центнеров обмолоченного и 500 центнеров необмолоченного. Конфисковано около 150 сельскохозяйственных машин с ручным приводом и многочисленный инвентарь…»"
55.4347835370066,28.406805851588427,д. Быковщина,Карательная операция «Фриц»
55.377799949203045,26.73196899113649,д. Грабишки,Карательная операция «Фриц»
55.5348034518803,27.068539789855947,д. Дегтяри,Карательная операция «Фриц»
55.47401908397417,27.111537818102946,д. Заборье,Карательная операция «Фриц»
55.2765244702378,27.292112405388686,д. Кевличи,Карательная операция «Фриц»
55.78194311660775,27.539693300544435,д. Стайки,Карательная операция «Фриц»
55.84338213360968,27.944601598163548,д. Зеньки,Карательная операция «Шаровая молния»
55.91563702157784,27.757266511153876,д. Росица,"Сожжена с жителями. Более молодых и сильных людей отправили на станцию Бигосово, где их погрузили в вагоны и вывезли в концлагерь Саласпилс и на работы в Германию. Остальные жители были сожжены в домах, большая группа людей была загнана в коровник, который затем подожгли. Среди убитых были католические священники Юрий Кашира и Антоний Лещевич, один из которых был сожжён с другими жителями, а второй — застрелен за настойчивые просьбы спасти детей (по другим данным также сожжён). В 1999 году папа римский Иоанн Павел II причислил убитых священнослужителей к лику блаженных[13]. Карательная операция «Зимнее волшебство»"
55.03179280560114,27.01046413077699,д. Ожарцы,все жители сожжены
54.8357899548224,27.881102341677483,д. Шуневка,В настоящее время находится памятник жертвам войны
54.49688929909184,30.73783810410598,д. Посудьево,"Деревня сожжена после уничтожения мотоциклистов в районе деревни. Два мотоциклиста были убиты партизанами, одному удалось выжить и сообщить о нападении. На следующий день деревня была окружена, все местные жители были согнаны в район кладбища, мужчин построили отдельно. Была подготовлена расстрельная команда, но расстрел был отменён прискакавшим немцем (по другим сведениям переодетым партизаном). Все жители были отправлены в лагерь в город Орша, деревню сожгли полностью."
55.27651522091024,27.292667648554747,д. Кевличи,Карательная операция «Фриц»
55.28919594907128,27.300874567551155,д. Стаховские,Карательная операция «Фриц»
55.59400445561411,27.801121839574346,д. Суховежа,Карательная операция «Фриц»
55.89034450933115,28.66942075241664,д. Велье,"Карательная операция «Заяц-беляк».В настоящее время деревня не существует, теперь там озеро"
55.72168632800683,29.7733604780952,д. Волково,Карательная операция «Заяц-беляк»
55.86955210851388,28.344121654869987,д. Морочково,«Вся она была сожжена».
55.46695091354445,28.181429139339137,д. Нивье,Карательная операция «Заяц-беляк»
55.5514817046578,28.45792760777369,д. Плиговки,Карательная операция «Заяц-беляк»
55.0696182813305,30.29086133134007,д. Рожново,Карательная операция «Заяц-беляк»
54.75038146673417,29.95526777119469,д. Борок ,Карательная операция «Рысь»
54.76065833124537,29.917547053225608,д. Земковичи,Карательная операция «Рысь»
54.74124849889201,29.99109666423879,д. Луги,Карательная операция «Рысь»
55.451831085293904,27.22974096986499,д. Еды,Карательная операция «Фриц»
55.381363653246886,27.16405607746679,д. Куштали,Карательная операция «Нюренберг»
54.650665320986384,30.405122357664148,д. Селибка,Карательная операция «Нюренберг»
55.37666421815451,28.318952467903827,д. Степаниха,Карательная операция «Нюренберг»
55.63657914991627,28.83384931034115,д. Сухоборец,Карательная операция «Нюренберг»
55.70521444115917,30.004103336458584,д. Дражаки,Карательная операция «Шаровая молния»
55.278392006349605,29.460978884807226,д. Залесье,Карательная операция «Шаровая молния»
54.68984996715994,30.1885726821272,д. Бортники,
55.540060334948784,29.904779323556614,д. Аниськово,Сожжена вместе с жителями
55.937571284242225,28.001372050419178,д. Барково,
55.58408862355191,28.792208918419,д. Булы,Сожжена вместе с жителями
55.55060762526358,28.16146254448353,д. Бушаново,
54.85979115991209,28.70084012266207,д. Великое Поле,
55.98884695087348,28.13210591688102,д. Галковщина,"по донесению, сожжена «большая его часть»"
56.02268100341929,28.26872077752707,д. Городиловичи,
55.64075541797726,28.11596294701546,д. Давыденки,
54.97177783780739,29.131186245020363,д. Демидове,
55.155555002213674,30.11236597404118,д. Добреники,
55.63238645665566,30.160460040349633,д. Дуброво,
55.42521514863963,28.47917316483037,д. Жерносеки,Сожжена вместе с жителями
54.43614208368035,29.561713717451724,д. Калюты,Сожжена вместе с жителями
55.12317917576552,27.507658149587005,д. Константиново,Сожжена вместе с жителями
55.28099677789166,27.97451755343896,д. Маркове,
55.73619718847806,29.95654583592648,д. Осетки,
55.014143823528414,29.375986575463283,д. Попущево,
55.98278814037657,28.15979829281517,д. Рагелово,
55.20062876684239,28.432428633401507,д. Селище,
55.49604436271365,28.03115209541372,д. Соколово,Сожжена вместе с жителями
55.93016678448491,28.040674502103318,д. Шевроки,
52.93253388369224,28.236053367466088,д. Пасека,
53.12631483495456,27.486525327575364,д. Борки,
53.86372842624679,27.20711770872354,д. Глухое Перхурово,Сожжено 32 дома. Карательная операция «Якоб»
53.555368914671405,27.28171288599948,д. Литавец,Сожжено 42 дома. Карательная операция «Якоб».В настоящее время здесь находится Памятник жертвам войны
